sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,ADD_INFO:Addition description,matchScore,mappingStatus,targetConceptId,targetConceptName,targetVocabularyId,targetDomainId,targetStandardConcept,targetChildCount,targetParentCount,targetConceptClassId,targetConceptCode,targetValidStartDate,targetValidEndDate,targetInvalidReason
38.1,STAPHYLOCOCCAL SEPTICEMIA UNSPECIFIED,1,,,0.58,APPROVED,4327861,Bacteremia due to Staphylococcus aureus,SNOMED,Condition,S,1,1,Clinical Finding,428763004,20080131,20991231,
784.2.09,MASS / SWELLING OF HEAD OR NECK,1,,,0.67,APPROVED,40483350,Swelling of head,SNOMED,Condition,S,13,2,Clinical Finding,445385004,20100731,20991231,
277.4.01,CRIGLER-NAJJAR SYNDROME,1,,,1,APPROVED,4151846,Crigler-Najjar syndrome,SNOMED,Condition,S,2,4,Clinical Finding,28259009,20020131,20991231,
41.11,STAPHYLOCOCCUS AUREUS INFECTION,1,,,1,APPROVED,433125,Infection due to Staphylococcus aureus,SNOMED,Condition,S,26,1,Clinical Finding,406602003,20040131,20991231,
244.9.03,SUBCLINICAL HYPOTHYROIDISM,176,,,1,APPROVED,4183422,Subclinical hypothyroidism,SNOMED,Condition,S,1,2,Clinical Finding,54823002,20020131,20991231,
V70.30,VIRAL HEPATITIS B WITHOUT MENTION OF HEPATIC COMA ACUTE OR UNSPECIFIED WITHOUT MENTION OF HEPATITIS,1,,,0.69,APPROVED,198683,Viral hepatitis B without hepatic coma,SNOMED,Condition,S,0,2,Clinical Finding,111891008,20020131,20991231,
33.1,WHOOPING COUGH DUE TO BORDETELLA PARAPERTUSSIS (B. PARAPERTUSSIS),3,,,0.61,APPROVED,441786,Infection due to Bordetella parapertussis,SNOMED,Condition,S,1,2,Clinical Finding,77116006,20020131,20991231,
79.82,.A.R.S.- ASSOCIATED CORONAVIRUS,1,,,0.33,APPROVED,439676,Coronavirus infection,SNOMED,Condition,S,18,1,Clinical Finding,186747009,20020131,20991231,
568.89.04,ABDOMINAL CYST,2,,,1,APPROVED,3185318,Abdominal cyst,Nebraska Lexicon,Condition,S,1,1,Clinical Finding,7.21E+15,20160128,20991231,
787.3.09,ABDOMINAL DISTENTION  (GASEOUS) BLOATING,3,,,0.47,APPROVED,4023572,Abdominal bloating,SNOMED,Condition,S,2,1,Clinical Finding,116289008,20020131,20991231,
789.09.9,ABDOMINAL PAIN OF SPECIFIED SITE,2,,,0.71,APPROVED,4128083,Nonspecific abdominal pain,SNOMED,Condition,S,1,1,Clinical Finding,304542004,20020131,20991231,
z35.51,PRIMARY CLOSURE ASD REPAIR PATCH,1,,,0.47,APPROVED,45767433,Mattress repair patch,SNOMED,Device,S,0,1,Physical Object,704843009,20140731,20991231,
67.59,cerclage of cervix,24,,,1,APPROVED,45761222,Cervical cerclage,SNOMED,Device,S,0,1,Physical Object,467245001,20140731,20991231,
67.59,cerclage of cervix- mc donald/ shirodkar transvaginal,30,,,0.6,APPROVED,45761222,Cervical cerclage,SNOMED,Device,S,0,1,Physical Object,467245001,20140731,20991231,
v45.85,insulin pump status,3,,,0.77,APPROVED,4321388,Insulin pump,SNOMED,Device,S,3,1,Physical Object,69805005,20020131,20991231,
41.86,HELICOBACTER PYLORI (H. PYLORI),3,,,0.61,APPROVED,42903959,Helicobacter pylori,RxNorm,Drug,S,0,0,Ingredient,1318501,20121203,20991231,
79.4,HUMAN PAPILLOMAVIRUS,2,,,1,APPROVED,42899116,human papillomavirus,RxNorm,Drug,S,16,0,Ingredient,1311095,20121001,20991231,
277.4.02,GILBERTS DISEASE,2,,,0.83,APPROVED,42067250,Gilberts,OSM,Geography,S,0,1,8th level,122984,19700101,20991231,
424.0.07,MITRAL REGURGITATION INFLAMMATORY (LUPUS APLA,1,,,0.53,APPROVED,42071481,Lupus,OSM,Geography,S,0,1,8th level,141171,19700101,20991231,
z45.23,colonoscopy,1,,,1,APPROVED,45879248,Colonoscopy,LOINC,Meas Value,S,0,0,Answer,LA15380-1,19700101,20991231,
205.10.0,CHRONIC MYELOGENOUS LEUKEMIA,2,,,1,APPROVED,36311287,Chronic myelogenous leukemia,LOINC,Meas Value,S,0,0,Answer,LA26791-6,19700101,20991231,
289.81.8,ANTIPHOSPHOLIPID ANTIBODY (APLA) SYNDROME,61,,,0.69,APPROVED,45882673,Antiphospholipid syndrome,LOINC,Meas Value,S,0,0,Answer,LA15309-0,19700101,20991231,
z57.32.9,cystoscopy,1,,,1,APPROVED,45877316,Cystoscopy,LOINC,Meas Value,S,0,0,Answer,LA15399-1,19700101,20991231,
269.9.01,TPN DEPENDENCE,1,,,0.7,APPROVED,45880795,Drug dependency,LOINC,Meas Value,S,0,0,Answer,LA6189-0,19700101,20991231,
269.9.01,TPN DEPENDENCE,1,,,0.7,APPROVED,45881254,TPN,LOINC,Meas Value,S,0,0,Answer,LA12418-2,19700101,20991231,
078.51.01,CMV REACTIVATION,1,,,0.72,APPROVED,45877936,Cytomegalovirus,LOINC,Meas Value,S,0,0,Answer,LA20066-9,19700101,20991231,
272.7.02,gauchers disease,1,,,0.83,APPROVED,45881855,Gaucher disease,LOINC,Meas Value,S,0,0,Answer,LA14039-4,19700101,20991231,
756.0.14,TREACHER COLLINS SYNDROME,1,,,1,APPROVED,1177261,Treacher Collins syndrome,LOINC,Meas Value,S,0,0,Answer,LA29641-0,19700101,20991231,
427.89.10,BRADYCARDIA UNSPECIFIED,1,,,0.72,APPROVED,45884782,Bradycardia,LOINC,Meas Value,S,0,0,Answer,LA17394-0,19700101,20991231,
427.891,BRADYCARDIA UNSPECIFIED,2,,,0.72,APPROVED,45884782,Bradycardia,LOINC,Meas Value,S,0,0,Answer,LA17394-0,19700101,20991231,
579.0.09,CELIAC DISEASE,52,,,1,APPROVED,45883869,Celiac Disease,LOINC,Meas Value,S,0,0,Answer,LA15156-5,19700101,20991231,
42.9,aids,2,,,1,APPROVED,45884125,AIDS,LOINC,Meas Value,S,0,0,Answer,LA10430-9,19700101,20991231,
v45.86,bariatric surgery status,10,,,0.84,APPROVED,706386,Bariatric surgery,LOINC,Meas Value,S,0,0,Doc Subject Matter,LP248500-3,20180615,20991231,
272.7.02,GAUCHERS DISEASE,1,,,0.83,APPROVED,45881855,Gaucher disease,LOINC,Meas Value,S,0,0,Answer,LA14039-4,19700101,20991231,
795.79.1,RAISED TITER OF ANTIPHOSPHOLIPID ANTIBODIES,1,,,0.68,APPROVED,4146067,Increased,SNOMED,Meas Value,S,1,3,Qualifier Value,35105006,20020131,20991231,
577.0.04,PANCREATITIS UNSPECIFIED,2,,,0.7,APPROVED,45876766,Pancreatitis,LOINC,Meas Value,S,0,0,Answer,LA15860-2,19700101,20991231,
v47.4,other urinary problems,11,,,0.7,APPROVED,45877281,Urinary tract problems,LOINC,Meas Value,S,0,0,Answer,LA17005-2,19700101,20991231,
51.22,CHOLECYSTECTOMY,5,,,1,APPROVED,45876811,Cholecystectomy,LOINC,Meas Value,S,0,0,Answer,LA14290-3,19700101,20991231,
z69.96,REMOVAL OF CERCLAGE MATERIAL FROM CERVIX,23,,,1,APPROVED,45879077,Cervical cerclage,LOINC,Meas Value,S,0,0,Answer,LA20007-3,19700101,20991231,
584.9.01,RENAL FAILURE ACUTE,10,,,0.91,APPROVED,36210235,Acute renal failure,LOINC,Meas Value,S,0,0,Answer,LA27519-0,19700101,20991231,
z65.29.2,CYSTECTOMY OF OVARY LAPAROTOMY,7,,,0.59,APPROVED,45882976,Laparotomy,LOINC,Meas Value,S,0,0,Answer,LA15412-2,19700101,20991231,
389.9.04,HEARING IMPAIRMENT,1,,,1,APPROVED,45882741,Hearing impairment,LOINC,Meas Value,S,0,0,Answer,LA16989-8,19700101,20991231,
782.3.00,EDEMA,2,,,1,APPROVED,45879544,Edema,LOINC,Meas Value,S,0,0,Answer,LA17263-7,19700101,20991231,
340.0.09,MULTIPLE SCLEROSIS,20,,,1,APPROVED,45883445,Multiple Sclerosis,LOINC,Meas Value,S,0,0,Answer,LA14298-6,19700101,20991231,
340.0.9,MULTIPLE SCLEROSIS,33,,,1,APPROVED,45883445,Multiple Sclerosis,LOINC,Meas Value,S,0,0,Answer,LA14298-6,19700101,20991231,
z99.03,BLOOD TRANSFUSION,2,,,1,APPROVED,45880890,Blood transfusion,LOINC,Meas Value,S,0,0,Answer,LA21147-6,19700101,20991231,
z57.32.1,Cystoscopy - Gyn,1,,,0.65,APPROVED,45877316,Cystoscopy,LOINC,Meas Value,S,0,0,Answer,LA15399-1,19700101,20991231,
599.0.01,URINARY TRACT INFECTION,40,,,1,APPROVED,45885199,Urinary tract infection,LOINC,Meas Value,S,0,0,Answer,LA6437-3,19700101,20991231,
708.9.09,URTICARIA,3,,,1,APPROVED,45883921,Urticaria,LOINC,Meas Value,S,0,0,Answer,LA20642-7,19700101,20991231,
z54.19.8,EMERGENCY LAPAROTOMY,1,,,0.67,APPROVED,45882976,Laparotomy,LOINC,Meas Value,S,0,0,Answer,LA15412-2,19700101,20991231,
358.00.9,MYASTHENIA GRAVIS,7,,,1,APPROVED,45877106,Myasthenia Gravis,LOINC,Meas Value,S,0,0,Answer,LA15158-1,19700101,20991231,
427.89.05,SUPRAVENTRICULAR TACHYCARDIA,11,,,1,APPROVED,45883894,Supraventricular tachycardia,LOINC,Meas Value,S,0,0,Answer,LA17100-1,19700101,20991231,
427.89.5,SUPRAVENTRICULAR TACHYCARDIA,6,,,1,APPROVED,45883894,Supraventricular tachycardia,LOINC,Meas Value,S,0,0,Answer,LA17100-1,19700101,20991231,
73.6,EPISIOTOMY,117,,,1,APPROVED,45880012,Episiotomy,LOINC,Meas Value,S,0,0,Answer,LA18955-7,19700101,20991231,
z73.6,EPISIOTOMY,8,,,1,APPROVED,45880012,Episiotomy,LOINC,Meas Value,S,0,0,Answer,LA18955-7,19700101,20991231,
519.8.01,AIRWAY OBSTRUCTION,1,,,1,APPROVED,36307545,airway obstruction,LOINC,Meas Value,S,0,0,Answer,LA9531-0,19700101,20991231,
276.8.09,HYPOKALEMIA,6,,,1,APPROVED,45877047,Hypokalemia,LOINC,Meas Value,S,0,0,Answer,LA15423-9,19700101,20991231,
558.9.03,inflammatory bowel disease,1,,,1,APPROVED,45883199,Inflammatory Bowel Disease,LOINC,Meas Value,S,0,0,Answer,LA15162-3,19700101,20991231,
756.6.02,DIAPHRAGMATIC HERNIA CONGENITAL,8,,,0.94,APPROVED,45881158,Congenital diaphragmatic hernia,LOINC,Meas Value,S,0,0,Answer,LA20081-8,19700101,20991231,
244.9.09,HYPOTHYROIDISM,980,,,1,APPROVED,45883447,Hypothyroidism,LOINC,Meas Value,S,0,0,Answer,LA14303-4,19700101,20991231,
781.3.01,HYPOTONIA,9,,,1,APPROVED,36308133,Hypotonia,LOINC,Meas Value,S,0,0,Answer,LA24751-2,19700101,20991231,
305.11,HEAVY SMOKER,1,,,0.79,APPROVED,45879945,Heavy smoking,LOINC,Meas Value,S,0,0,Answer,LA6213-8,19700101,20991231,
583.89.9,NEPHRITIS AND NEPHROPATHY NOT SPECIFIED AS ACUTE OR CHRONIC WITH SPECIFIED PATHOLOGICAL LESIONS OF,2,,,0.43,APPROVED,45879875,Nephritis,LOINC,Meas Value,S,0,0,Answer,LA17784-2,19700101,20991231,
V64.2.01,DISCHARGE AGAINST MEDICAL ADVICE,89,,,0.93,APPROVED,45877579,Discharged against medical advice,LOINC,Meas Value,S,0,0,Answer,LA9965-0,19700101,20991231,
581.89.9,NEPHROTIC SYNDROME WITH SPECIFIED PATHOLOGY OF KIDNEY,2,,,0.55,APPROVED,45878999,Nephrotic Syndrome,LOINC,Meas Value,S,0,0,Answer,LA10569-4,19700101,20991231,
924.9.01,HEMATOMA OF UNSPECIFIED SITE,3,,,0.62,APPROVED,1620700,Other hematoma,LOINC,Meas Value,S,0,0,Answer,LA32229-9,19700101,20991231,
573.3.09,HEPATITIS UNSPECIFIED,2,,,0.75,APPROVED,45876624,Hepatitis,LOINC,Meas Value,S,0,0,Answer,LA7442-2,19700101,20991231,
571.8.04,HEPATOSPLENOMEGALY,1,,,1,APPROVED,45885077,hepatosplenomegaly,LOINC,Meas Value,S,0,0,Answer,LA21228-4,19700101,20991231,
z65.95.1,LAPAROSCOPIC DETORSION OF OVARY,2,,,0.76,APPROVED,45884745,Laparoscopy,LOINC,Meas Value,S,0,0,Answer,LA15411-4,19700101,20991231,
340.0.09,multiple sclerosis,2,,,1,APPROVED,45883445,Multiple Sclerosis,LOINC,Meas Value,S,0,0,Answer,LA14298-6,19700101,20991231,
358.00.9,myasthenia gravis,2,,,1,APPROVED,45877106,Myasthenia Gravis,LOINC,Meas Value,S,0,0,Answer,LA15158-1,19700101,20991231,
v47.2,other cardiorespiratory problems,22,,,0.77,APPROVED,45880411,Other respiratory problem,LOINC,Meas Value,S,0,0,Answer,LA12357-2,19700101,20991231,
573.9.09,LIVER DISEASE,2,,,1,APPROVED,21499348,Liver disease,LOINC,Meas Value,S,0,0,Answer,LA25810-5,19700101,20991231,
786.09.9,DYSPNEA / RESPIRATORY DISTRESS,18,,,0.76,APPROVED,45877480,Respiratory distress,LOINC,Meas Value,S,0,0,Answer,LA9548-4,19700101,20991231,
427.89.8,SINUS TACHYCARDIA,12,,,1,APPROVED,45879290,Sinus tachycardia,LOINC,Meas Value,S,0,0,Answer,LA17099-5,19700101,20991231,
518.89.9,LUNG DISEASE,4,,,1,APPROVED,45884896,Lung Disease,LOINC,Meas Value,S,0,0,Answer,LA10531-4,19700101,20991231,
428.0.01,CONGESTIVE HEART FAILURE,2,,,1,APPROVED,1620328,Congestive heart failure,LOINC,Meas Value,S,0,0,Answer,LA31449-4,19700101,20991231,
27.1,STILLBIRTH,3,,,1,APPROVED,45882030,Stillbirth,LOINC,Meas Value,S,0,0,Answer,LA14667-2,19700101,20991231,
448.1.09,NEVUS SIMPLEX,1,,,0.73,APPROVED,36770129,Nevus,Cancer Modifier,Measurement,S,0,0,Histopattern,OMOP4999807,20200923,20991231,
287.5.09,THROMBOCYTOPENIA,163,,,1,APPROVED,35918846,Thrombocytopenia,NAACCR,Measurement,S,0,0,NAACCR Variable,3933,19700101,20991231,
790.92.03,PROLONGED BLEEDING TIME,1,,,0.69,APPROVED,37398633,Bleeding time,SNOMED,Measurement,S,1,1,Observable Entity,1.02E+15,20160401,20991231,
V18.2.01,FAMILY HISTORY OF HYPERSENSITIVITY TO FAVA BEANS (SUSPECTED G6PD),2,,,0.49,APPROVED,35947729,G6PD (glucose-6-phosphate dehydrogenase) gene variant measurement,OMOP Genomic,Measurement,S,2,0,Genetic Variation,4057,20010622,20991231,
078.11.1,CONDYLOMA,10,,,1,APPROVED,36769089,Condyloma,Cancer Modifier,Measurement,S,0,0,Histopattern,OMOP4998766,20200923,20991231,
287.5.01,SEVERE THROMBOCYTOPENIA,19,,,0.86,APPROVED,35918846,Thrombocytopenia,NAACCR,Measurement,S,0,0,NAACCR Variable,3933,19700101,20991231,
331.0.01,alzheimer disease,2,,,1,APPROVED,35953228,APP (amyloid beta precursor protein) gene variant measurement,OMOP Genomic,Measurement,S,0,0,Genetic Variation,620,19860101,20991231,
331.0.01,ALZHEIMERS DISEASE,1,,,0.91,APPROVED,35953228,APP (amyloid beta precursor protein) gene variant measurement,OMOP Genomic,Measurement,S,0,0,Genetic Variation,620,19860101,20991231,
T934.2,ANTICOAGULANTS THERAPEUTIC USE,58,,,0.74,APPROVED,4124758,Use of anticoagulation,SNOMED,Observation,S,0,1,Attribute,260678004,20020131,20991231,
t934.2,ANTICOAGULANTS THERAPEUTIC USE,40,,,0.74,APPROVED,4124758,Use of anticoagulation,SNOMED,Observation,S,0,1,Attribute,260678004,20020131,20991231,
T939.0,ANTIDEPRESSANTS THERAPEUTIC USE,1,,,0.74,APPROVED,36676731,Antidepressant therapeutic role,SNOMED,Observation,S,0,1,Qualifier Value,773864007,20190131,20991231,
V04.89.01,PREVENTION MOTHER TO CHILD TRANSMISSION RETROVIRUS,2,,,0.41,APPROVED,4213642,Transplacental transmission,SNOMED,Observation,S,0,1,Qualifier Value,417409004,20050731,20991231,
V04.89.01,PREVENTION MOTHER TO CHILD TRANSMISSION RETROVIRUS,2,,,0.41,APPROVED,4078242,Human immunodeficiency virus,SNOMED,Observation,S,2,1,Organism,19030005,20020131,20991231,
83.9,RICKETTSIA,1,,,1,APPROVED,4268159,Rickettsia,SNOMED,Observation,S,8,1,Organism,62065006,20020131,20991231,
e880.9,fall from stairs or steps,13,,,0.93,APPROVED,441749,Fall on or from stairs or steps,SNOMED,Observation,S,3,1,Clinical Finding,217083007,20020131,20991231,
078.51.01,CMV REACTIVATION,1,,,0.72,APPROVED,4240978,Reactivated,SNOMED,Observation,S,0,1,Qualifier Value,59086009,20020131,20991231,
e888.8,fall other,42,,,0.83,APPROVED,436583,Fall,SNOMED,Observation,S,8,1,Clinical Finding,1912002,20020131,20991231,
V18.9.01,FAMILY HISTORY OF GENETIC DISEASE,2,,,1,APPROVED,4331069,Family history of hereditary disease,SNOMED,Observation,S,28,1,Context-dependent,429962007,20080731,20991231,
V71.84,OBSERVATION  AND EVALUATION FOR SUSPECTED EXPOSURE TO COVID-19,18,,,0.53,APPROVED,37311060,Suspected COVID-19,SNOMED,Observation,S,0,1,Context-dependent,840544004,20200131,20991231,
V18.2.01,FAMILY HISTORY OF HYPERSENSITIVITY TO FAVA BEANS (SUSPECTED G6PD),2,,,0.49,APPROVED,4210989,Family history with explicit context,SNOMED,Observation,S,37,2,Context-dependent,57177007,20020131,20991231,
706.2.09,SEBACEOUS CYST,1,,,1,APPROVED,4166877,Sebaceous cyst,SNOMED,Observation,S,2,1,Morph Abnormality,417992006,20060131,20991231,
289.89.3,PSEUDOCHOLINESTERASE DIFICIENCY,1,,,0.72,APPROVED,46273447,Family history of butyrylcholinesterase deficiency,SNOMED,Observation,S,0,1,Context-dependent,9.80E+13,20150731,20991231,
757.32.01,PORT WINE STAIN,3,,,1,APPROVED,4307371,Capillary hemangioma,SNOMED,Observation,S,0,2,Morph Abnormality,83343001,20020131,20991231,
786.59.1,ATIPICAL CHEST PAIN,2,,,0.76,APPROVED,40761360,Chest pain,LOINC,Observation,S,0,3,Clinical Observation,58259-3,20100106,20991231,
V30.01.07,POST TERM SINGLE LIVEBORN DELIVERED BY CESAREAN SECTION,33,,,0.74,APPROVED,40483521,Single liveborn born in hospital by cesarean section,SNOMED,Observation,S,0,1,Context-dependent,442423001,20090731,20991231,
V30.00.07,POST TERM SINGLE LIVEBORN. BORN IN HOSPITAL,214,,,0.69,APPROVED,36713465,Singleton liveborn born in hospital,SNOMED,Observation,S,0,1,Context-dependent,717803002,20170131,20991231,
z67.0,CERVICAL DILATION,5,,,0.93,APPROVED,4179193,Cervical dilatation,SNOMED,Observation,S,0,1,Observable Entity,50629008,20020131,20991231,
t934.2,anticoagulants therapeutic use,11,,,0.74,APPROVED,36674433,Anticoagulant therapeutic role,SNOMED,Observation,S,0,1,Qualifier Value,773861004,20190131,20991231,
V30.00.06,PREMATURE SINGLE LIVEBORN  BORN IN HOSPITAL  - LGA,49,,,0.56,APPROVED,36713465,Singleton liveborn born in hospital,SNOMED,Observation,S,0,1,Context-dependent,717803002,20170131,20991231,
V33.01.01,TWIN A DELIVERED BY CESAREAN SECTION,170,,,0.66,APPROVED,40483101,Twin liveborn born in hospital by cesarean section,SNOMED,Observation,S,0,2,Context-dependent,442342003,20090731,20991231,
e899,burns NOS,1,,,0.81,APPROVED,38001662,Burns,MDC,Observation,S,6,0,MDC,22,19700101,20991231,
V30.00.6,PREMATURE SINGLE LIVEBORN  BORN IN HOSPITAL  - LGA,1,,,0.56,APPROVED,36713465,Singleton liveborn born in hospital,SNOMED,Observation,S,0,1,Context-dependent,717803002,20170131,20991231,
V30.00.6,PREMATURE SINGLE LIVEBORN  BORN IN HOSPITAL  - LGA,1,,,0.56,APPROVED,46234793,Premature infant,LOINC,Observation,S,0,3,Clinical Observation,76517-2,20150311,20991231,
709.09.01,PUSTULAR MELANOSIS,12,,,0.72,APPROVED,4116841,Pustular,SNOMED,Observation,S,1,1,Qualifier Value,255441005,20020131,20991231,
V30.00.04,PREMATURE SINGLE LIVEBORN BORN IN HOSPITAL - AGA,200,,,0.78,APPROVED,46234793,Premature infant,LOINC,Observation,S,0,3,Clinical Observation,76517-2,20150311,20991231,
V33.01.02,TWIN B DELIVERED BY CESAREAN SECTION,166,,,0.65,APPROVED,40483101,Twin liveborn born in hospital by cesarean section,SNOMED,Observation,S,0,2,Context-dependent,442342003,20090731,20991231,
795.79.1,RAISED TITER OF ANTIPHOSPHOLIPID ANTIBODIES,1,,,0.68,APPROVED,4125245,Anti-phospholipid antibody,SNOMED,Observation,S,7,2,Substance,259916004,20020131,20991231,
v41.1,other eyes problems,2,,,0.83,APPROVED,35810280,Other eye problems,UK Biobank,Observation,S,0,1,Question,2227,20120105,20991231,
V62.6.01,REFUSAL OF TREATMENT FOR REASONS OF RELIGION OR CONSCIENCE,6,,,0.57,APPROVED,4019958,Refusal of treatment by patient,SNOMED,Observation,S,140,1,Clinical Finding,105480006,20020131,20991231,
V30.00.05,PREMATURE SINGLE LIVEBORN BORN IN HOSPITAL - SGA,39,,,0.71,APPROVED,36713465,Singleton liveborn born in hospital,SNOMED,Observation,S,0,1,Context-dependent,717803002,20170131,20991231,
V30.00.5,PREMATURE SINGLE LIVEBORN BORN IN HOSPITAL - SGA,3,,,0.71,APPROVED,36713465,Singleton liveborn born in hospital,SNOMED,Observation,S,0,1,Context-dependent,717803002,20170131,20991231,
V30.00.5,PREMATURE SINGLE LIVEBORN BORN IN HOSPITAL - SGA,3,,,0.71,APPROVED,46234793,Premature infant,LOINC,Observation,S,0,3,Clinical Observation,76517-2,20150311,20991231,
850.9.02,CSF LEAK TRAUMATIC,1,,,0.53,APPROVED,4251618,Cerebrospinal fluid leakage,SNOMED,Observation,S,0,1,Morph Abnormality,73965003,20020131,20991231,
579.0.01,GLUTEN SENSITIVITY - CELIAC DISEASE CONFIRMED,7,,,0.55,APPROVED,40480877,Gluten sensitivity,SNOMED,Observation,S,2,1,Clinical Finding,441831003,20090731,20991231,
V33.01.09,TWINS DELIVERED BY CESAREAN SECTION,21,,,0.66,APPROVED,40483101,Twin liveborn born in hospital by cesarean section,SNOMED,Observation,S,0,2,Context-dependent,442342003,20090731,20991231,
V30.01.04,PREMATURE SINGLE LIVEBORN DELIVERED BY CESAREAN SECTION - AGA,125,,,0.7,APPROVED,40483521,Single liveborn born in hospital by cesarean section,SNOMED,Observation,S,0,1,Context-dependent,442423001,20090731,20991231,
V33.01.9,TWINS DELIVERED BY CESAREAN SECTION,14,,,0.66,APPROVED,40483101,Twin liveborn born in hospital by cesarean section,SNOMED,Observation,S,0,2,Context-dependent,442342003,20090731,20991231,
782.3.09,EDEMA LOCALIZED,4,,,0.81,APPROVED,4195595,Localized edema,SNOMED,Observation,S,0,1,Morph Abnormality,7939003,20020131,20991231,
V30.01.06,PREMATURE SINGLE LIVEBORN DELIVERED BY CESAREAN SECTION - LGA,35,,,0.68,APPROVED,40483521,Single liveborn born in hospital by cesarean section,SNOMED,Observation,S,0,1,Context-dependent,442423001,20090731,20991231,
v43.3.09,s/p replacement of heart valve,1,,,0.65,APPROVED,4188893,History of,SNOMED,Observation,S,0,1,Qualifier Value,392521001,20030131,20991231,
V30.01.6,PREMATURE SINGLE LIVEBORN DELIVERED BY CESAREAN SECTION - LGA,1,,,0.68,APPROVED,40483521,Single liveborn born in hospital by cesarean section,SNOMED,Observation,S,0,1,Context-dependent,442423001,20090731,20991231,
V30.01.6,PREMATURE SINGLE LIVEBORN DELIVERED BY CESAREAN SECTION - LGA,1,,,0.68,APPROVED,46234793,Premature infant,LOINC,Observation,S,0,3,Clinical Observation,76517-2,20150311,20991231,
v23.3,supervision of high risk pregnancy with grandmultiparity,9,,,0.72,APPROVED,45765728,Supervision of high risk pregnancy,SNOMED,Observation,S,20,2,Procedure,702738006,20140731,20991231,
V30.01.05,PREMATURE SINGLE LIVEBORN DELIVERED BY CESAREAN SECTION - SGA,25,,,0.65,APPROVED,40483521,Single liveborn born in hospital by cesarean section,SNOMED,Observation,S,0,1,Context-dependent,442423001,20090731,20991231,
v23.4,supervision of high risk pregnancy with poor obstetric hystory,43,,,0.97,APPROVED,37017056,Supervision of high risk pregnancy with poor obstetric history,SNOMED,Observation,S,0,1,Procedure,713240003,20160131,20991231,
706.2.05,EPIDERMAL CYST,8,,,1,APPROVED,4306665,Epidermoid cyst,SNOMED,Observation,S,4,1,Morph Abnormality,419670003,20060131,20991231,
204.00.1,ACUTE LYMPHOCYTIC LEUKEMIA,1,,,1,APPROVED,4030260,Precursor cell lymphoblastic leukemia,SNOMED,Observation,S,2,1,Morph Abnormality,128822004,20020131,20991231,
648.74.1,SYMPHYSIOLYSIS POSTPARTUM,4,,,0.73,APPROVED,4112266,Postpartum,SNOMED,Observation,S,0,1,Qualifier Value,255410009,20020131,20991231,
796.67,NEONATAL HEARING SCREEN NOT PERFORMED,9,,,0.61,APPROVED,44805263,Automated oto-acoustic emission test not done,SNOMED,Observation,S,0,1,Context-dependent,7.52E+14,20101001,20991231,
798.2.09,DEATH OCCURING IN LESS THAN 24 HOURS FROM ONSET OF SYMPTOMS NOT OTHERWISE EXPLAINED,3,,,0.84,APPROVED,4171902,"Death occurring less than 24 hours from onset of symptoms, not otherwise expected",SNOMED,Observation,S,0,1,Clinical Finding,274639009,20020131,20991231,
V30.00.2,TERM SINGLE LIVEBORN  BORN IN HOSPITAL  -  SGA,16,,,0.51,APPROVED,36713465,Singleton liveborn born in hospital,SNOMED,Observation,S,0,1,Context-dependent,717803002,20170131,20991231,
706.2.04,INCLUSION CYST,2,,,1,APPROVED,4302509,Epithelial inclusion cyst,SNOMED,Observation,S,2,1,Morph Abnormality,419366003,20060131,20991231,
AGA,TERM SINGLE LIVEBORN BORN IN HOSPITAL  -  AGA,5,,,0.59,APPROVED,36713465,Singleton liveborn born in hospital,SNOMED,Observation,S,0,1,Context-dependent,717803002,20170131,20991231,
z83.39.1,EXCISION OF SARCOMA OF SOFT TISSUE,1,,,0.84,APPROVED,4084784,Sarcoma,SNOMED,Observation,S,2,2,Morph Abnormality,2424003,20020131,20991231,
709.00.03,HYPOPIGMENTATION,1,,,1,APPROVED,4230341,Hypopigmentation,SNOMED,Observation,S,2,1,Morph Abnormality,89031001,20020131,20991231,
798.2.00,EXITUS,31,,,0.82,APPROVED,4306655,Death,SNOMED,Observation,S,53,1,Event,419620001,20060131,20991231,
V30.00.01,TERM SINGLE LIVEBORN BORN IN HOSPITAL  -  AGA,14006,,,0.59,APPROVED,36713465,Singleton liveborn born in hospital,SNOMED,Observation,S,0,1,Context-dependent,717803002,20170131,20991231,
V30.00.03,TERM SINGLE LIVEBORN BORN IN HOSPITAL - LGA,1722,,,0.77,APPROVED,36713465,Singleton liveborn born in hospital,SNOMED,Observation,S,0,1,Context-dependent,717803002,20170131,20991231,
V30.00.3,TERM SINGLE LIVEBORN BORN IN HOSPITAL - LGA,3,,,0.77,APPROVED,36713465,Singleton liveborn born in hospital,SNOMED,Observation,S,0,1,Context-dependent,717803002,20170131,20991231,
V30.01.02,TERM SINGLE LIVEBORN DELIVERED BY CESAREAN SECTION  -  SGA,135,,,0.52,APPROVED,40483521,Single liveborn born in hospital by cesarean section,SNOMED,Observation,S,0,1,Context-dependent,442423001,20090731,20991231,
228.00.09,HEMANGIOMA ANY SITE,20,,,0.71,APPROVED,4051455,Hemangioma,SNOMED,Observation,S,0,1,Morph Abnormality,2099007,20020131,20991231,
194.0.04,NEUROBLASTOMA,1,,,1,APPROVED,4337398,Neuroblastoma,SNOMED,Observation,S,1,2,Morph Abnormality,87364003,20020131,20991231,
